"","Plant.Id","Plant.Name","State","Net.Gen","Physical_Unit","Total_Fuel_Consumption","FuelType","Lat","Lon"
"10176",57752,"Los Vientos Wind 1B","TX",495725,"","0",NA,NA,NA
"10177",57753,"SMUD at Lawrence","CA",1926,"","0","SUN",38.34,-121.43
"10178",57754,"Frederick County LFGTE Facility","VA",11763,"mcf","263,663",NA,NA,NA
"10179",57755,"TPW Petersburg","NE",166501,"","0","WND",41.85,-98.02
"10180",57756,"Coastal Energy Project","WA",12866,"","0","WND",46.98,-123.82
"10181",57757,"Pacific Wind LLC","CA",267079,"","0","WND",34.89,-118.43
"10182",57758,"Mount Saint Mary's","MD",23185,"","0","SUN",39.68,-77.35
"10183",57759,"Consumer Products (Camas) LLC","WA",45774,"","0","PUR",45.58,-122.41
"10184",57760,"Power County Wind Park South","ID",50427,"","0","WND",42.72,-112.75
"10185",57761,"Power County Wind Park North","ID",57406,"","0","WND",42.72,-112.75
"10186",57762,"Cimarron Wind Energy LLC","KS",699248,"","0","WND",37.87,-100.28
"10187",57763,"Youngs Creek Hydroelectric Project","WA",12641,"","0","WAT",47.79,-121.8
"10188",57764,"Naval Air Weapons Station China Lake","CA",28053,"","0","SUN",35.69,-117.68
"10189",57765,"Arizona Western College PV","AZ",9960,"","0","SUN",32.69,-114.5
"10190",57766,"Rockland Wind Farm","ID",218534,"","0","WND",42.67,-112.9
"10191",57767,"Brown County Wind Turbine","IL",3223,"","0","WND",39.97,-90.7
"10192",57768,"Longwood Gardens","PA",2158,"","0","SUN",39.87,-75.67
"10193",57769,"Mehoopany Wind Energy LLC","PA",389056,"","0","WND",41.42,-76.05
"10194",57770,"South Bay Fuel Cell Plant","CA",1502,"mcf","14,536","OBG",32.54,-117.07
"10195",57770,"South Bay Fuel Cell Plant","CA",6715,"Mcf","64,965","OBG",32.54,-117.07
"10196",57771,"Ameresco Butte County","CA",14430,"mcf","301,551",NA,NA,NA
"10197",57772,"Perdue Bridgeville Photovoltaic","DE",2018,"","0","SUN",38.76,-75.6
"10198",57773,"Palo Verde College","CA",2187,"","0","SUN",33.66,-114.65
"10199",57774,"Windstar 1","CA",249711,"","0","WND",35.05,-118.35
"10200",57775,"Kingman 1","AZ",0,"","0","WND",35.16,-114.06
"10201",57775,"Kingman 1","AZ",24468,"","0","WND",35.16,-114.06
"10202",57776,"FedEx Woodbridge","NJ",2162,"","0","SUN",40.51,-74.32
"10203",57777,"RE Dillard 1","CA",6978,"","0","SUN",38.47,-121.18
"10204",57778,"RE Kammerer 1","CA",12306,"","0","SUN",38.37,-121.38
"10205",57779,"RE Dillard 2","CA",7012,"","0","SUN",38.47,-121.18
"10206",57780,"RE Kammerer 2","CA",12145,"","0","SUN",38.37,-121.38
"10207",57781,"RE Dillard 3","CA",6978,"","0","SUN",38.46,-121.18
"10208",57782,"RE Kammerer 3","CA",12272,"","0","SUN",38.37,-121.38
"10209",57783,"RE Bruceville 1","CA",11895,"","0","SUN",38.35,-121.41
"10210",57784,"RE Bruceville 2","CA",12027,"","0","SUN",38.35,-121.41
"10211",57785,"RE Bruceville 3","CA",12092,"","0","SUN",38.35,-121.41
"10212",57786,"FC Landfill Energy","MD",8068,"mcf","299,921",NA,NA,NA
"10213",57787,"Flat Ridge 2 Wind Energy LLC","KS",1737974,"","0","WND",37.37,-98.46
"10214",57788,"US GSA Heating and Transmission","DC",98,"barrels","491","NG",38.89,-77.03
"10215",57788,"US GSA Heating and Transmission","DC",22653,"mcf","653,747","NG",38.89,-77.03
"10216",57789,"Peak Power 1 Cogen","NY",18561,"mcf","196,217",NA,NA,NA
"10217",57790,"RE Bagdad Solar I LLC","AZ",34116,"","0","SUN",34.59,-113.18
"10218",57791,"Foundation AB","CA",2170,"","0","WND",38.23,-122.09
"10219",57792,"Foundation IE","CA",466,"","0","WND",34.08,-117.53
"10220",57793,"Sonoma County Fuel Cell","CA",7442,"mcf","75,249","NG",38.47,-122.72
"10221",57795,"RE Ajo 1 LLC","AZ",9220,"","0","SUN",32.37,-112.83
"10222",57796,"Golden Springs Building C-1","CA",1883,"","0","SUN",33.91,-118.05
"10223",57797,"Golden Springs Building D","CA",1832,"","0","SUN",33.91,-118.05
"10224",57798,"OBP Cogen","NY",28290,"mcf","353,884","NG",40.75,-73.98
"10225",57799,"ISH Solar Central, LLC","NJ",1263,"","0","SUN",39.89,-74.21
"10226",57800,"Bison 2 Wind Energy Center","ND",294291,"","0","WND",46.98,-101.55
"10227",57801,"Bison 3 Wind Energy Center","ND",293756,"","0",NA,NA,NA
"10228",57802,"Magic Valley Wind Farm I LLC","TX",619848,"","0","WND",26.48,-97.69
"10229",57803,"Lime Wind","OR",6089,"","0","WND",44.4,-117.27
"10230",57804,"Middlebury College","VT",133,"mcf","12,788","RFO",44.01,-73.18
"10231",57804,"Middlebury College","VT",850,"barrels","12,984","RFO",44.01,-73.18
"10232",57804,"Middlebury College","VT",1977,"short tons","22,124","RFO",44.01,-73.18
"10233",57805,"William Paterson University","NJ",583,"","0","SUN",40.95,-74.2
"10234",57806,"RE Dillard 4","CA",853,"","0",NA,NA,NA
"10235",57807,"Coca Cola American Canyon","CA",3972,"mcf","30,468","NG",38.19,-122.28
"10236",57807,"Coca Cola American Canyon","CA",1324,"Mcf","10,156","NG",38.19,-122.28
"10237",57808,"Lockheed Martin Sunnyvale","CA",6836,"mcf","49,157","NG",37.41,-122.03
"10238",57809,"Franklin Templeton San Mateo","CA",7124,"mcf","52,018","NG",37.54,-122.29
"10239",57811,"Adobe San Jose","CA",6370,"mcf","54,267","NG",37.33,-121.89
"10240",57813,"GL Wind","MN",12346,"","0","WND",43.99,-91.88
"10241",57815,"Titusville Solar","NJ",7159,"","0","SUN",40.29,-74.85
"10242",57816,"RE McKenzie 1","CA",12233,"","0","SUN",38.3,-121.3
"10243",57817,"RE McKenzie 2","CA",12270,"","0","SUN",38.3,-121.3
"10244",57818,"RE McKenzie 3","CA",12241,"","0","SUN",38.3,-121.3
"10245",57819,"RE McKenzie 4","CA",12276,"","0","SUN",38.3,-121.3
"10246",57820,"RE McKenzie 5","CA",12287,"","0","SUN",38.3,-121.3
"10247",57821,"RE McKenzie 6","CA",12316,"","0","SUN",38.3,-121.3
"10248",57822,"Middletown Coke Company, LLC","OH",0,"short tons","0","OG",39.47,-84.4
"10249",57822,"Middletown Coke Company, LLC","OH",886,"mcf","12,995","OG",39.47,-84.4
"10250",57822,"Middletown Coke Company, LLC","OH",403560,"mcf","25,392,840","OG",39.47,-84.4
"10251",57823,"WCROC Wind Farm","MN",4541,"","0","WND",45.59,-95.88
"10252",57824,"Onalaska Campus Landfill Biogas","WI",5084,"mcf","120,144",NA,NA,NA
"10253",57827,"Dinuba Wastewater Treatment Plant","CA",1755,"","0","SUN",36.54,-119.43
"10254",57828,"Tulsa LFG  LLC","OK",12553,"mcf","296,590",NA,NA,NA
"10255",57829,"Glendale Energy Power Plant","AZ",19295,"mcf","525,963",NA,NA,NA
"10256",57830,"Rippey Wind Farm","IA",165205,"","0","WND",42.01,-94.24
"10257",57831,"Heliocentric","CA",3016,"","0","SUN",34.65,-117.97
"10258",57832,"Hawkeye Wind Farm","IA",146754,"","0","WND",42.95,-92.06
"10259",57833,"Mustang Hills LLC","CA",252832,"","0","WND",35.03,-118.29
"10260",57834,"Pinyon Pine I","CA",288517,"","0",NA,NA,NA
"10261",57835,"Alta Wind VIII","CA",231524,"","0","WND",35.03,-118.23
"10262",57836,"L-8 Solar Project","CA",2716,"","0","SUN",34.65,-117.97
"10263",57837,"Pinyon Pine II","CA",202586,"","0",NA,NA,NA
"10264",57838,"Dartmouth II Solar","MA",3445,"","0",NA,NA,NA
"10265",57839,"Woodbridge Energy Center","NJ",43663,"mcf","61,932",NA,NA,NA
"10266",57839,"Woodbridge Energy Center","NJ",116991,"mcf","1,293,421",NA,NA,NA
"10267",57840,"ISH Solar Hospital SDMC","CA",1087,"","0","SUN",32.79,-117.1
"10268",57841,"ISH Solar Hospital Downey","CA",1053,"","0","SUN",33.92,-118.12
"10269",57842,"Wabash Valley Power IGCC","IN",10803,"mcf","0",NA,NA,NA
"10270",57842,"Wabash Valley Power IGCC","IN",0,"","0",NA,NA,NA
"10271",57842,"Wabash Valley Power IGCC","IN",122335,"short tons","125,733",NA,NA,NA
"10272",57842,"Wabash Valley Power IGCC","IN",260518,"mcf","0",NA,NA,NA
"10273",57842,"Wabash Valley Power IGCC","IN",33931,"mcf","320,831",NA,NA,NA
"10274",57842,"Wabash Valley Power IGCC","IN",0,"","0",NA,NA,NA
"10275",57842,"Wabash Valley Power IGCC","IN",0,"short tons","0",NA,NA,NA
"10276",57842,"Wabash Valley Power IGCC","IN",796268,"mcf","28,018,704",NA,NA,NA
"10277",57843,"SC Landfill Energy LLC","NJ",4037,"mcf","121,809",NA,NA,NA
"10278",57844,"Franklin County Wind Farm","IA",251019,"","0","WND",42.61,-93.34
"10279",57845,"AC Landfill Energy LLC","NJ",10046,"mcf","229,517",NA,NA,NA
"10280",57846,"SX Landfill Energy LLC","NJ",15195,"mcf","417,720",NA,NA,NA
"10281",57847,"BC Landfill Energy LLC","NJ",44305,"mcf","911,183",NA,NA,NA
"10282",57848,"WC Landfill Energy LLC","NJ",5029,"mcf","108,113",NA,NA,NA
"10283",57848,"WC Landfill Energy LLC","NJ",1601,"","0",NA,NA,NA
"10284",57849,"Green Acres Solar Facility 1","CA",7070,"","0","SUN",38.28,-121.46
"10285",57850,"Green Acres Solar Facility 2","CA",2390,"","0","SUN",38.28,-121.46
"10286",57851,"Sigel Wind Park","MI",249060,"","0","WND",43.85,-82.78
"10287",57852,"Minden Wind Park","MI",111893,"","0","WND",43.67,-82.76
"10288",57853,"McKinley Wind Park","MI",51738,"","0","WND",43.87,-83.24
"10289",57854,"North Hollywood","CA",0,"","0","WAT",34.19,-118.39
"10290",57854,"North Hollywood","CA",0,"","0","WAT",34.19,-118.39
"10291",57855,"Ipswich Wind Turbine","MA",3604,"","0","WND",42.72,-70.84
"10292",57856,"Univ of California San Diego Solar","CA",2836,"","0","SUN",32.87,-117.24
"10293",57858,"Caney River Wind Project","KS",686086,"","0","WND",37.46,-96.42
"10294",57860,"Industry MetroLink PV 1","CA",3194,"","0","SUN",34.01,-117.85
"10295",57861,"Hidden Hollow Energy","ID",21181,"mcf","549,310",NA,NA,NA
"10296",57862,"Wildcat Wind Farm I, LLC","IN",648371,"","0","WND",40.35,-85.84
"10297",57863,"McKee City Solar Phase 2","NJ",3346,"","0","SUN",39.42,-74.64
"10298",57864,"Stockton Athletic Center","NJ",1390,"","0","SUN",39.49,-74.54
"10299",57865,"Antelope Station","TX",143570,"mcf","1,355,718",NA,NA,NA
"10300",57866,"Golden Spread Panhandle Wnd Rch","TX",281223,"","0","WND",35.24,-102.21
"10301",57867,"Howard Wind Farm","NY",128561,"","0","WND",42.32,-77.54
"10302",57868,"L'Oreal Piscataway","NJ",1345,"","0","SUN",40.55,-74.47
"10303",57869,"Heller Industrial Parks","NJ",3595,"","0","SUN",40.37,-74.49
"10304",57870,"Castle Rock Vineyards","CA",1907,"","0","SUN",35.8,-119.11
"10305",57871,"2555 E Olympic Bl","CA",1235,"","0","SUN",34.03,-118.22
"10306",57872,"LCEC Generation LLVC","NM",31292,"mcf","286,566",NA,NA,NA
"10307",57873,"Eclipse Wind Farm","IA",740444,"","0","WND",41.51,-94.52
"10308",57874,"Vienna Wind Farm","IA",518594,"","0","WND",42.19,-92.72
"10309",57875,"Morning Light Wind Farm","IA",356603,"","0","WND",41.5,-94.64
"10310",57876,"Santa Cruz Energy","CA",9099,"mcf","275,126",NA,NA,NA
"10311",57879,"Perdue Salisbury Photovoltaic","MD",1476,"","0","SUN",38.37,-75.54
"10312",57880,"Eolos Wind Energy Research Field Station","MN",3877,"","0","WND",44.73,-93.05
"10313",57881,"Pioneer Generating Station","ND",202122,"mcf","1,780,288",NA,NA,NA
"10314",57882,"Baldock Solar Highway","OR",1979,"","0","SUN",45.27,-122.77
"10315",57883,"Queen Creek Solar Farm","AZ",50657,"","0","SUN",33.27,-111.61
"10316",57884,"Lake Charles Polymers","LA",103597,"mcf","1,240,512",NA,NA,NA
"10317",57884,"Lake Charles Polymers","LA",68030,"mcf","591,084",NA,NA,NA
"10318",57884,"Lake Charles Polymers","LA",7085,"mcf","42,525",NA,NA,NA
"10319",57885,"Wellford Renewable Energy Plant","SC",10696,"mcf","201,924",NA,NA,NA
"10320",57886,"City West Diesel Plant","SC",368,"barrels","602",NA,NA,NA
"10321",57887,"Wildcat Wind","NM",85670,"","0","WND",32.98,-103.32
"10322",57888,"Harvest II Windfarm","MI",213412,"","0","WND",43.82,-83.22
"10323",57889,"KODE Novus II","OK",105655,"","0","WND",35.96,-101.54
"10324",57890,"Horse Butte Wind I, LLC","ID",146002,"","0","WND",43.39,-111.73
"10325",57891,"Guernsey Solar Station","CA",46157,"","0",NA,NA,NA
"10326",57892,"Gates Solar Station","CA",43228,"","0",NA,NA,NA
"10327",57893,"Martinsville LFG Generator","VA",3642,"mcf","72,380",NA,NA,NA
"10328",57893,"Martinsville LFG Generator","VA",675,"mcf","6,711",NA,NA,NA
"10329",57895,"Improvement Dst No. 4","CA",1358,"","0","SUN",35.4,-119.04
"10330",57896,"Concord Energy","NC",0,"barrels","0","LFG",35.35,-80.67
"10331",57896,"Concord Energy","NC",61560,"mcf","1,867,889","LFG",35.35,-80.67
"10332",57897,"Richmond Energy","VA",50728,"mcf","1,065,599",NA,NA,NA
"10333",57897,"Richmond Energy","VA",0,"mcf","0",NA,NA,NA
"10334",57898,"Palm Beach Renewable Energy Facility 2","FL",122392,"short tons","314,319",NA,NA,NA
"10335",57898,"Palm Beach Renewable Energy Facility 2","FL",117594,"short tons","176,804",NA,NA,NA
"10336",57898,"Palm Beach Renewable Energy Facility 2","FL",2036,"mcf","33,782",NA,NA,NA
"10337",57899,"Hurricane City Power","UT",12,"barrels","27","NG",37.19,-113.3
"10338",57899,"Hurricane City Power","UT",2655,"mcf","33,134","NG",37.19,-113.3
"10339",57900,"Solar Photovoltaic Project #48","CA",8992,"","0",NA,NA,NA
"10340",57901,"El Segundo Energy Center LLC","CA",527533,"mcf","0",NA,NA,NA
"10341",57901,"El Segundo Energy Center LLC","CA",1432301,"mcf","15,902,786",NA,NA,NA
"10342",57902,"Fighting Creek LFGTE Plant","ID",12485,"mcf","279,079",NA,NA,NA
"10343",57903,"SMMPA Methane Energy Facility","MN",6320,"mcf","175,560",NA,NA,NA
"10344",57904,"San Antonio West Solar Rooftop","CA",2949,"","0","SUN",33.97,-117.66
"10345",57908,"Central Utility Plant Cincinnati","OH",27,"barrels","0","NG",39.13,-84.51
"10346",57908,"Central Utility Plant Cincinnati","OH",5297,"mcf","160,516","NG",39.13,-84.51
"10347",57908,"Central Utility Plant Cincinnati","OH",240,"barrels","511","NG",39.13,-84.51
"10348",57908,"Central Utility Plant Cincinnati","OH",79472,"mcf","922,783","NG",39.13,-84.51
"10349",57908,"Central Utility Plant Cincinnati","OH",114,"barrels","178","NG",39.13,-84.51
"10350",57909,"Piedmont Green Power","GA",954,"barrels","2,495",NA,NA,NA
"10351",57909,"Piedmont Green Power","GA",400054,"short tons","555,193",NA,NA,NA
"10352",57910,"Centennial Generating Station","MN",-241,"barrels","57",NA,NA,NA
"10353",57911,"Roseburg LFG","OR",10891,"mcf","234,517",NA,NA,NA
"10354",57912,"Grand Ridge Solar Farm","IL",30142,"","0",NA,NA,NA
"10355",57914,"Sidney MT Plant","MT",6500,"short tons","49,498","LIG",47.72,-104.14
"10356",57914,"Sidney MT Plant","MT",0,"mcf","0","LIG",47.72,-104.14
"10357",57914,"Sidney MT Plant","MT",0,"mcf","0","LIG",47.72,-104.14
"10358",57914,"Sidney MT Plant","MT",0,"short tons","0","LIG",47.72,-104.14
"10359",57915,"Tronox","WY",39029,"mcf","1,963,405","SUB",41.62,-109.81
"10360",57915,"Tronox","WY",236092,"short tons","603,649","SUB",41.62,-109.81
"10361",57916,"Spreckels Sugar Company","CA",0,"short tons","0","NG",32.91,-115.57
"10362",57916,"Spreckels Sugar Company","CA",17241,"mcf","894,500","NG",32.91,-115.57
"10363",57917,"Bayer CropScience Institute Plant","WV",12700,"short tons","74,986","BIT",38.38,-81.77
"10364",57917,"Bayer CropScience Institute Plant","WV",6,"mcf","938","BIT",38.38,-81.77
"10365",57919,"Sonoco Products Co","SC",6920,"short tons","9,674","BIT",34.39,-80.07
"10366",57919,"Sonoco Products Co","SC",2953,"mcf","136,319","BIT",34.39,-80.07
"10367",57919,"Sonoco Products Co","SC",104392,"short tons","422,492","BIT",34.39,-80.07
"10368",57926,"Heat Plant 770","OH",0,"short tons","0","BIT",39.79,-84.08
"10369",57926,"Heat Plant 770","OH",0,"mcf","483,127","BIT",39.79,-84.08
"10370",57927,"Baffin Wind","TX",356943,"","0",NA,NA,NA
"10371",57928,"SIUC","IL",0,"barrels","0","BIT",37.71,-89.22
"10372",57928,"SIUC","IL",14613,"short tons","41,460","BIT",37.71,-89.22
"10373",57928,"SIUC","IL",0,"mcf","0","BIT",37.71,-89.22
"10374",57929,"East Campus Utility Plant","OH",102,"barrels","191",NA,NA,NA
"10375",57929,"East Campus Utility Plant","OH",0,"barrels","0",NA,NA,NA
"10376",57929,"East Campus Utility Plant","OH",0,"short tons","0",NA,NA,NA
"10377",57929,"East Campus Utility Plant","OH",0,"barrels","0",NA,NA,NA
"10378",57929,"East Campus Utility Plant","OH",0,"mcf","0",NA,NA,NA
"10379",57930,"Amonix UASTP Solar Power Station","AZ",1009,"","0","SUN",32.11,-110.82
"10380",57931,"Holyoke Solar Cooperative at Mueller","MA",3840,"","0","SUN",42.19,-72.68
"10381",57932,"Wentzville Assembly & Contiguous","MO",0,"short tons","0","BIT",38.82,-90.82
"10382",57932,"Wentzville Assembly & Contiguous","MO",0,"mcf","0","BIT",38.82,-90.82
"10383",57933,"Solar Star California II LLC","CA",4303,"","0","SUN",38.52,-121.48
"10384",57934,"Douglas Solar","MA",3312,"","0",NA,NA,NA
"10385",57935,"Eva Creek Wind","AK",72784,"","0",NA,NA,NA
"10386",57936,"Albany Brewery","GA",0,"short tons","0",NA,NA,NA
"10387",57936,"Albany Brewery","GA",0,"barrels","561",NA,NA,NA
"10388",57936,"Albany Brewery","GA",0,"short tons","360",NA,NA,NA
"10389",57937,"Western Sugar Coop - Scottsbluff","NE",39520,"short tons","95,045",NA,NA,NA
"10390",57938,"ADA Carbon Solutions Red River","LA",58224,"","0","WH",32,-93.39
"10391",57939,"Walmart Casa Grande","AZ",3152,"","0","SUN",32.87,-111.77
"10392",57940,"Wausau Paper Middletown","OH",9317,"short tons","38,452",NA,NA,NA
"10393",57940,"Wausau Paper Middletown","OH",38,"barrels","681",NA,NA,NA
"10394",57941,"Town of Uxbridge MA at Commerce Dr","MA",2690,"","0","SUN",42.04,-71.62
"10395",57942,"Town of Norfolk MA at Medway Branch","MA",1895,"","0","SUN",42.13,-71.34
"10396",57943,"Lonesome Creek Station","ND",464727,"mcf","4,245,754",NA,NA,NA
"10397",57944,"Goddard Steam Plant","MD",189,"short tons","537","BIT",38.59,-77.17
"10398",57944,"Goddard Steam Plant","MD",0,"barrels","0","BIT",38.59,-77.17
"10399",57944,"Goddard Steam Plant","MD",13703,"barrels","144,686","BIT",38.59,-77.17
"10400",57944,"Goddard Steam Plant","MD",0,"short tons","0","BIT",38.59,-77.17
"10401",57945,"Berkeley County Landfill","SC",5042,"mcf","138,008",NA,NA,NA
"10402",57946,"Fredericktown Energy Center","MO",438,"mcf","4,371",NA,NA,NA
"10403",57947,"Macho Springs Power I","NM",109380,"","0","WND",32.31,-107.71
"10404",57948,"NJ Oak Solar Plant","NJ",15921,"","0","SUN",39.38,-75.19
"10405",57949,"MSC Sebewaing","MI",939,"short tons","28,721",NA,NA,NA
"10406",57949,"MSC Sebewaing","MI",484,"mcf","382,001",NA,NA,NA
"10407",57950,"MSC Croswell","MI",2023,"short tons","2,619","BIT",43.27,-82.62
"10408",57950,"MSC Croswell","MI",147,"mcf","4,934","BIT",43.27,-82.62
"10409",57951,"Shore Point Solar","NJ",1318,"","0","SUN",40.25,-74.24
"10410",57952,"Woodall Gas Plant","TX",23157,"mcf","298,320",NA,NA,NA
"10411",57953,"Roquette America","IA",0,"mcf","802,520","PC",40.39,-91.39
"10412",57953,"Roquette America","IA",143889,"mcf","1,921,795","PC",40.39,-91.39
"10413",57953,"Roquette America","IA",0,"short tons","0","PC",40.39,-91.39
"10414",57953,"Roquette America","IA",15538,"short tons","30,703","PC",40.39,-91.39
"10415",57953,"Roquette America","IA",37638,"short tons","59,096","PC",40.39,-91.39
"10416",57953,"Roquette America","IA",0,"short tons","0","PC",40.39,-91.39
"10417",57956,"Minco Wind II, LLC","OK",342250,"","0","WND",35.3,-98.25
"10418",57959,"Desert Green Solar Farm LLC","CA",15465,"","0",NA,NA,NA
"10419",57962,"Brookfield Tehachapi 1","CA",237350,"","0","WND",35.01,-118.24
"10420",57963,"Musselshell Wind Project","MT",24054,"","0",NA,NA,NA
"10421",57964,"Shady Oaks Wind Farm","IL",342654,"","0","WND",41.67,-89.06
"10422",57965,"Musselshell Wind Project Two LLC","MT",28256,"","0","WND",46.28,-109.48
"10423",57966,"Southeast Steam Plant","MN",99,"barrels","1,459","NG",44.98,-93.25
"10424",57966,"Southeast Steam Plant","MN",6586,"mcf","1,046,670","NG",44.98,-93.25
"10425",57966,"Southeast Steam Plant","MN",917,"short tons","5,345","NG",44.98,-93.25
"10426",57967,"Western Sugar Coop - Torrington","WY",5594,"mcf","701,512","SUB",42.05,-104.19
"10427",57967,"Western Sugar Coop - Torrington","WY",0,"short tons","0","SUB",42.05,-104.19
"10428",57968,"Cashton Greens Wind Farm","WI",11195,"","0","WND",43.73,-90.81
"10429",57969,"Darrington","WA",17755,"short tons","59,290","WDS",48.27,-121.6
"10430",57970,"Butte College Main Campus Solar","CA",5776,"","0","SUN",39.65,-121.64
"10431",57971,"SF Southeast Cogen Plant","CA",7754,"Mcf","129,883",NA,NA,NA
"10432",57973,"Spinning Spur Wind LLC","TX",666425,"","0","WND",35.31,-102.46
"10433",57974,"Bobcat Bluff Wind Project LLC","TX",385552,"","0","WND",33.49,-98.58
"10434",57975,"Spearville 3 LLC","KS",405494,"","0","WND",37.85,-99.84
"10435",57976,"Pocahontas Prairie Wind Farm","IA",264801,"","0","WND",42.57,-94.71
"10436",57977,"High Sierra Cogeneration Plant","CA",37032,"mcf","380,254",NA,NA,NA
"10437",57978,"Lodi Energy Center","CA",600084,"mcf","0","NG",38.09,-121.39
"10438",57978,"Lodi Energy Center","CA",1092133,"mcf","11,479,099","NG",38.09,-121.39
"10439",57979,"Kingdom Community Wind","VT",192481,"","0","WND",44.77,-72.46
"10440",57980,"Busch Ranch Wind Energy Farm","CO",82087,"","0","WND",37.8,-104.49
"10441",57981,"Senate Wind LLC","TX",467458,"","0","WND",33.14,-98.39
"10442",57982,"Meridian Vineyards","CA",1981,"","0","SUN",35.67,-120.57
"10443",57983,"Stephens Ranch Wind Energy LLC","TX",1001056,"","0",NA,NA,NA
"10444",57984,"Lake Winds Energy Park","MI",263511,"","0","WND",43.87,-86.33
"10445",57985,"SunE EPE2 LLC","NM",30983,"","0","SUN",32.25,-106.91
"10446",57986,"SunE EPE1 LLC","NM",25963,"","0","SUN",32.03,-106.34
"10447",57987,"Canadian Hills Wind","OK",935418,"","0","WND",35.63,-98.02
"10448",57988,"Lincoln Landfill","CA",26424,"mcf","654,782",NA,NA,NA
"10449",57989,"Groveland Solar","MA",4558,"","0",NA,NA,NA
"10450",57990,"Shrewsbury Solar","MA",4253,"","0",NA,NA,NA
"10451",57991,"Highland North Wind Farm","PA",192313,"","0","WND",40.32,-78.78
"10452",57992,"Boston Scientific Solar","MA",0,"","0",NA,NA,NA
"10453",57993,"Desert Sunlight 300, LLC","CA",672822,"","0",NA,NA,NA
"10454",57994,"Apple Data Center PV","NC",39065,"","0",NA,NA,NA
"10455",57995,"NaturEner Rim Rock Energy","MT",603536,"","0","WND",48.82,-112.1
"10456",57996,"Auwahi Wind Energy","HI",87734,"","0","WND",20.6,-156.33
"10457",57997,"Foothills Solar Plant","AZ",110820,"","0",NA,NA,NA
"10458",57998,"Twin Ridges Wind Farm","PA",421762,"","0","WND",39.76,-78.87
"10459",57999,"Patton Wind Farm","PA",94853,"","0","WND",40.63,-78.69
"10460",58000,"Anacacho Wind Farm, LLC","TX",326909,"","0","WND",29.23,-100.21
"10461",58001,"Panda Temple Power Station","TX",2454812,"mcf","1,595,101",NA,NA,NA
"10462",58001,"Panda Temple Power Station","TX",3848100,"mcf","42,556,447",NA,NA,NA
"10463",58002,"Alpaugh North","CA",50645,"","0",NA,NA,NA
"10464",58003,"Alpaugh 50","CA",132571,"","0",NA,NA,NA
"10465",58004,"Granite Reliable Power","NH",240617,"","0","WND",44.7,-71.29
"10466",58005,"Panda Sherman Power Station","TX",1211966,"mcf","505,783",NA,NA,NA
"10467",58005,"Panda Sherman Power Station","TX",2026799,"mcf","22,286,381",NA,NA,NA
"10468",58006,"Salt Palace Solar Gen Plant","UT",2328,"","0","SUN",40.77,-111.9
"10469",58007,"Brea Expansion Plant","CA",66973,"mcf","0","LFG",33.93,-117.84
"10470",58007,"Brea Expansion Plant","CA",173682,"mcf","4,405,029","LFG",33.93,-117.84
"10471",58008,"California Ridge Wind Energy LLC","IL",746062,"","0","WND",40.21,-87.88
"10472",58009,"SunE CPS3 LLC","TX",19484,"","0","SUN",22.23,-98.67
"10473",58010,"WSMR I","NM",8030,"","0","SUN",32.4,-106.48
"10474",58011,"IKEA Savannah 490","GA",1754,"","0","SUN",32.18,-81.17
"10475",58012,"IKEA Tampa 042","FL",1651,"","0","SUN",27.95,-82.43
"10476",58013,"IKEA Round Rock 027","TX",2012,"","0","SUN",30.56,-97.69
"10477",58014,"IKEA Perryville 460","MD",5320,"","0",NA,NA,NA
"10478",58015,"IKEA College Park 411","MD",1452,"","0","SUN",39.02,-76.93
"10479",58016,"IKEA Westhampton 061","NJ",2236,"","0",NA,NA,NA
"10480",58017,"Copper Mountain Solar 2","NV",354249,"","0","SUN",35.79,-114.96
"10481",58018,"Shooting Star Wind Project LLC","KS",428055,"","0","WND",37.52,-99.45
"10482",58019,"High Mesa Energy LLC","ID",80914,"","0","WND",42.88,-115.04
"10483",58020,"Beebe Renewable Energy LLC","MI",229944,"","0","WND",43.26,-84.5
"10484",58021,"Whitetail Wind Energy LLC","TX",263211,"","0","WND",27.49,-99.01
"10485",58022,"Neal Hot Springs Geothermal Project","OR",177094,"","0","GEO",44.02,-117.47
"10486",58023,"Evergreen Community Power","PA",1286,"mcf","40,020","WDS",40.33,-75.92
"10487",58023,"Evergreen Community Power","PA",0,"short tons","0","WDS",40.33,-75.92
"10488",58023,"Evergreen Community Power","PA",92221,"short tons","230,352","WDS",40.33,-75.92
"10489",58024,"St Joseph Landfill Generating Station","MO",12447,"mcf","255,849",NA,NA,NA
"10490",58025,"Mt Wachusett Community College","MA",5471,"","0","WND",42.59,-71.98
"10491",58026,"Spruce Mountain WInd","ME",66324,"","0","WND",44.43,-70.55
"10492",58027,"SunE CPS2 LLC","TX",17514,"","0","SUN",29.25,-98.42
"10493",58028,"IKEA Tejon 345","CA",3001,"","0","SUN",34.98,-118.95
"10494",58029,"Constellation New Energy Inc","NJ",6377,"","0","SUN",39.93,-74.82
"10495",58030,"Reeves Station Rd East","NJ",8913,"","0","SUN",39.93,-74.81
"10496",58032,"Padelford Solar","MA",3559,"","0",NA,NA,NA
"10497",58034,"Nickel 1 Solar Facility","CA",2914,"","0",NA,NA,NA
"10498",58036,"Riverside Renewable Energy LLC","NJ",10189,"","0","SUN",39.9,-75.13
