"","Plant.Id","Plant.Name","State","Net.Gen","Physical_Unit","Total_Fuel_Consumption","FuelType","Lat","Lon"
"1",2,"Bankhead Dam","AL",25920,"","0","WAT",33.46,-87.36
"2",3,"Barry","AL",2464536,"mcf","770,956","BIT",31.01,-88.01
"3",3,"Barry","AL",4318717,"mcf","46,149,030","BIT",31.01,-88.01
"4",3,"Barry","AL",4559961,"short tons","2,153,948","BIT",31.01,-88.01
"5",3,"Barry","AL",44348,"mcf","446,649","BIT",31.01,-88.01
"6",4,"Walter Bouldin Dam","AL",560467,"","0","WAT",32.58,-86.28
"7",7,"Gadsden","AL",15645,"short tons","8,217","BIT",34.01,-85.97
"8",7,"Gadsden","AL",199010,"mcf","2,666,874","BIT",34.01,-85.97
"9",7,"Gadsden","AL",0,"short tons","0","BIT",34.01,-85.97
"10",8,"Gorgas","AL",4637793,"short tons","1,947,751","BIT",33.64,-87.2
"11",8,"Gorgas","AL",14249,"barrels","25,217","BIT",33.64,-87.2
"12",9,"Copper","TX",0,"barrels","0","NG",31.76,-106.38
"13",9,"Copper","TX",24907,"mcf","432,149","NG",31.76,-106.38
"14",10,"Greene County","AL",3789,"barrels","10,485","BIT",32.6,-87.78
"15",10,"Greene County","AL",37848,"mcf","613,942","BIT",32.6,-87.78
"16",10,"Greene County","AL",2197201,"short tons","956,070","BIT",32.6,-87.78
"17",10,"Greene County","AL",10447,"mcf","104,138","BIT",32.6,-87.78
"18",10,"Greene County","AL",0,"short tons","0","BIT",32.6,-87.78
"19",11,"H Neely Henry Dam","AL",198745,"","0","WAT",33.78,-86.05
"20",12,"Holt Dam","AL",30242,"","0","WAT",33.26,-87.45
"21",13,"Jordan Dam","AL",336479,"","0","WAT",32.62,-86.25
"22",14,"Logan Martin Dam","AL",358557,"","0","WAT",33.43,-86.34
"23",15,"Lay Dam","AL",557768,"","0","WAT",32.96,-86.52
"24",16,"Martin Dam","AL",289985,"","0","WAT",32.68,-85.91
"25",17,"Mitchell Dam","AL",465039,"","0","WAT",32.81,-86.44
"26",18,"Lewis Smith Dam","AL",241085,"","0","WAT",33.94,-87.11
"27",19,"Thurlow Dam","AL",193624,"","0","WAT",32.54,-85.89
"28",20,"Weiss Dam","AL",212172,"","0","WAT",34.17,-85.75
"29",21,"Yates Dam","AL",117278,"","0","WAT",32.57,-85.89
"30",26,"E C Gaston","AL",229,"barrels","833","BIT",33.24,-86.46
"31",26,"E C Gaston","AL",6366163,"short tons","2,795,687","BIT",33.24,-86.46
"32",26,"E C Gaston","AL",14629,"barrels","25,877","BIT",33.24,-86.46
"33",26,"E C Gaston","AL",197876,"mcf","1,944,494","BIT",33.24,-86.46
"34",30,"Madelia","MN",-208,"barrels","25",NA,NA,NA
"35",30,"Madelia","MN",0,"mcf","0",NA,NA,NA
"36",34,"Rollins","CA",28588,"","0","WAT",39.13,-120.95
"37",38,"Millers Ferry","AL",375077,"","0","WAT",32.1,-87.4
"38",46,"Browns Ferry","AL",9455321,"","0","NUC",34.7,-87.12
"39",46,"Browns Ferry","AL",8591320,"","0","NUC",34.7,-87.12
"40",46,"Browns Ferry","AL",9623053,"","0","NUC",34.7,-87.12
"41",47,"Colbert","AL",-154,"barrels","1,021","BIT",34.74,-87.85
"42",47,"Colbert","AL",5333,"mcf","107,478","BIT",34.74,-87.85
"43",47,"Colbert","AL",2674438,"short tons","1,372,419","BIT",34.74,-87.85
"44",47,"Colbert","AL",10937,"barrels","20,202","BIT",34.74,-87.85
"45",47,"Colbert","AL",0,"short tons","0","BIT",34.74,-87.85
"46",48,"Guntersville","AL",740864,"","0","WAT",34.42,-86.39
"47",49,"Wheeler Dam","AL",1439823,"","0","WAT",34.81,-87.38
"48",50,"Widows Creek","AL",1626644,"short tons","781,803","BIT",34.88,-85.76
"49",50,"Widows Creek","AL",803,"barrels","1,573","BIT",34.88,-85.76
"50",51,"Dolet Hills","LA",4255308,"short tons","3,593,100","LIG",32.03,-93.57
"51",51,"Dolet Hills","LA",17737,"mcf","195,354","LIG",32.03,-93.57
"52",51,"Dolet Hills","LA",0,"mcf","0","LIG",32.03,-93.57
"53",53,"Gantt","AL",3658,"","0","WAT",31.4,-86.48
"54",54,"J K Smith","KY",73,"barrels","243","NG",37.88,-84.1
"55",54,"J K Smith","KY",367191,"mcf","4,167,015","NG",37.88,-84.1
"56",55,"Point A","AL",10286,"","0","WAT",31.36,-86.52
"57",56,"Charles R Lowman","AL",1638953,"short tons","808,555","BIT",31.49,-87.91
"58",56,"Charles R Lowman","AL",8830,"barrels","18,555","BIT",31.49,-87.91
"59",59,"Platte","NE",588,"barrels","1,131","SUB",40.85,-98.35
"60",59,"Platte","NE",541174,"short tons","360,619","SUB",40.85,-98.35
"61",60,"Whelan Energy Center","NE",2004,"barrels","3,830","SUB",40.58,-98.31
"62",60,"Whelan Energy Center","NE",0,"barrels","0","SUB",40.58,-98.31
"63",60,"Whelan Energy Center","NE",1378533,"short tons","890,005","SUB",40.58,-98.31
"64",62,"Annex Creek","AK",27012,"","0","WAT",58.32,-134.1
"65",63,"Gold Creek","AK",6465,"","0","WAT",58.31,-134.42
"66",63,"Gold Creek","AK",21,"barrels","50","WAT",58.31,-134.42
"67",64,"Lemon Creek","AK",100,"barrels","371",NA,NA,NA
"68",64,"Lemon Creek","AK",193,"barrels","354",NA,NA,NA
"69",65,"Salmon Creek 1","AK",31260,"","0","WAT",58.33,-134.46
"70",66,"Skagway","AK",2578,"","0","WAT",59.45,-135.31
"71",66,"Skagway","AK",-67,"barrels","296","WAT",59.45,-135.31
"72",69,"Haines","AK",-156,"barrels","230",NA,NA,NA
"73",70,"Swan Lake","AK",61089,"","0","WAT",55.61,-131.35
"74",71,"Terror Lake","AK",128893,"","0","WAT",57.69,-152.9
"75",72,"Venice Hydro","CA",0,"","0",NA,NA,NA
"76",75,"Anchorage 1","AK",23,"barrels","50","NG",61.22,-149.87
"77",75,"Anchorage 1","AK",47759,"mcf","569,708","NG",61.22,-149.87
"78",75,"Anchorage 1","AK",0,"barrels","18","NG",61.22,-149.87
"79",77,"Eklutna Hydro Project","AK",92243,"","0","WAT",61.48,-149.15
"80",78,"Snettisham","AK",278023,"","0","WAT",58.14,-133.74
"81",79,"Aurora Energy LLC Chena","AK",0,"short tons","0","SUB",64.85,-147.74
"82",79,"Aurora Energy LLC Chena","AK",0,"barrels","0","SUB",64.85,-147.74
"83",79,"Aurora Energy LLC Chena","AK",198296,"short tons","226,214","SUB",64.85,-147.74
"84",79,"Aurora Energy LLC Chena","AK",0,"short tons","0","SUB",64.85,-147.74
"85",84,"Ketchikan","AK",23133,"","0","WAT",55.34,-131.63
"86",85,"S W Bailey","AK",-968,"barrels","1,622",NA,NA,NA
"87",87,"Escalante","NM",4604,"mcf","48,902","SUB",35.42,-108.08
"88",87,"Escalante","NM",1363998,"short tons","817,932","SUB",35.42,-108.08
"89",88,"Ashokan","NY",11879,"","0","WAT",41.95,-74.21
"90",90,"Snake River","AK",29272,"barrels","45,198",NA,NA,NA
"91",90,"Snake River","AK",2,"","0",NA,NA,NA
"92",91,"Petersburg","AK",12669,"","0","WAT",56.81,-132.96
"93",91,"Petersburg","AK",807,"barrels","1,476","WAT",56.81,-132.96
"94",92,"Seward (AK)","AK",386,"barrels","674",NA,NA,NA
"95",93,"Blue Lake Hydro","AK",59501,"","0",NA,NA,NA
"96",95,"Wrangell","AK",614,"barrels","1,488",NA,NA,NA
"97",96,"Beluga","AK",44344,"mcf","0","NG",61.19,-151.04
"98",96,"Beluga","AK",144474,"mcf","1,784,501","NG",61.19,-151.04
"99",96,"Beluga","AK",193124,"mcf","3,050,879","NG",61.19,-151.04
"100",99,"Frederickson","WA",11,"barrels","40","NG",48.46,-122.44
"101",99,"Frederickson","WA",39924,"mcf","838,286","NG",48.46,-122.44
"102",100,"South Consolidated","AZ",570,"","0","WAT",33.47,-111.78
"103",104,"J S Eastwood","CA",80397,"","1,774","WAT",37.15,-119.26
"104",108,"Holcomb","KS",5771,"mcf","112,112","SUB",37.93,-100.97
"105",108,"Holcomb","KS",1437694,"short tons","878,595","SUB",37.93,-100.97
"106",109,"Dillingham","AK",18127,"barrels","29,959",NA,NA,NA
"107",113,"Cholla","AZ",0,"short tons","0","SUB",34.94,-110.3
"108",113,"Cholla","AZ",6144,"barrels","12,461","SUB",34.94,-110.3
"109",113,"Cholla","AZ",161,"mcf","2,040","SUB",34.94,-110.3
"110",113,"Cholla","AZ",5516636,"short tons","3,240,884","SUB",34.94,-110.3
"111",114,"Douglas","AZ",397,"barrels","1,714",NA,NA,NA
"112",116,"Ocotillo","AZ",0,"barrels","0","NG",33.42,-111.91
"113",116,"Ocotillo","AZ",1284,"mcf","38,750","NG",33.42,-111.91
"114",116,"Ocotillo","AZ",0,"barrels","0","NG",33.42,-111.91
"115",116,"Ocotillo","AZ",405,"","0","NG",33.42,-111.91
"116",116,"Ocotillo","AZ",0,"barrels","0","NG",33.42,-111.91
"117",116,"Ocotillo","AZ",105522,"mcf","1,193,585","NG",33.42,-111.91
"118",116,"Ocotillo","AZ",0,"barrels","0","NG",33.42,-111.91
"119",117,"West Phoenix","AZ",486450,"mcf","0","NG",33.44,-112.16
"120",117,"West Phoenix","AZ",255133,"mcf","2,876,244","NG",33.44,-112.16
"121",117,"West Phoenix","AZ",0,"barrels","0","NG",33.44,-112.16
"122",117,"West Phoenix","AZ",1056207,"mcf","12,384,779","NG",33.44,-112.16
"123",117,"West Phoenix","AZ",1364,"mcf","36,366","NG",33.44,-112.16
"124",118,"Saguaro","AZ",0,"barrels","0","NG",32.55,-111.3
"125",118,"Saguaro","AZ",18144,"mcf","267,306","NG",32.55,-111.3
"126",118,"Saguaro","AZ",0,"barrels","0","NG",32.55,-111.3
"127",120,"Yucca","AZ",118,"barrels","269","NG",32.72,-114.71
"128",120,"Yucca","AZ",52770,"mcf","651,281","NG",32.72,-114.71
"129",120,"Yucca","AZ",277526,"mcf","2,991,705","NG",32.72,-114.71
"130",120,"Yucca","AZ",0,"barrels","0","NG",32.72,-114.71
"131",124,"Demoss Petrie","AZ",4608,"mcf","67,373","NG",32.25,-110.99
"132",126,"H Wilson Sundt Generating Station","AZ",0,"barrels","0","NG",32.16,-110.9
"133",126,"H Wilson Sundt Generating Station","AZ",7444,"mcf","98,121","NG",32.16,-110.9
"134",126,"H Wilson Sundt Generating Station","AZ",261264,"short tons","123,067","NG",32.16,-110.9
"135",126,"H Wilson Sundt Generating Station","AZ",0,"mcf","0","NG",32.16,-110.9
"136",126,"H Wilson Sundt Generating Station","AZ",503048,"mcf","5,140,413","NG",32.16,-110.9
"137",126,"H Wilson Sundt Generating Station","AZ",0,"barrels","0","NG",32.16,-110.9
"138",126,"H Wilson Sundt Generating Station","AZ",0,"short tons","0","NG",32.16,-110.9
"139",127,"Oklaunion","TX",5490,"barrels","10,786","SUB",34.08,-99.18
"140",127,"Oklaunion","TX",2076447,"short tons","1,338,971","SUB",34.08,-99.18
"141",130,"Cross","SC",8899202,"short tons","3,604,752","BIT",33.37,-80.11
"142",130,"Cross","SC",22762,"barrels","39,544","BIT",33.37,-80.11
"143",130,"Cross","SC",0,"short tons","0","BIT",33.37,-80.11
"144",136,"Seminole (FL)","FL",7725626,"short tons","3,072,602",NA,NA,NA
"145",136,"Seminole (FL)","FL",18588,"barrels","31,942",NA,NA,NA
"146",141,"Agua Fria","AZ",-32,"barrels","1,151","NG",33.56,-112.22
"147",141,"Agua Fria","AZ",-638,"mcf","27,174","NG",33.56,-112.22
"148",141,"Agua Fria","AZ",0,"","0","NG",33.56,-112.22
"149",141,"Agua Fria","AZ",439,"barrels","1,042","NG",33.56,-112.22
"150",141,"Agua Fria","AZ",110030,"mcf","1,358,226","NG",33.56,-112.22
"151",145,"Horse Mesa","AZ",12547,"","0","WAT",33.59,-111.34
"152",145,"Horse Mesa","AZ",28678,"","31,021","WAT",33.59,-111.34
"153",147,"Kyrene","AZ",492957,"mcf","3,444,932","NG",33.36,-111.94
"154",147,"Kyrene","AZ",379909,"mcf","2,817,310","NG",33.36,-111.94
"155",147,"Kyrene","AZ",0,"barrels","0","NG",33.36,-111.94
"156",147,"Kyrene","AZ",-1294,"mcf","10,007","NG",33.36,-111.94
"157",148,"Mormon Flat","AZ",7017,"","0","WAT",33.55,-111.44
"158",148,"Mormon Flat","AZ",960,"","73,142","WAT",33.55,-111.44
"159",149,"Roosevelt","AZ",42707,"","0","WAT",33.67,-111.16
"160",150,"Stewart Mountain","AZ",18766,"","0","WAT",33.57,-111.54
"161",151,"McClure","CA",1810,"barrels","5,572",NA,NA,NA
"162",151,"McClure","CA",1807,"mcf","30,595",NA,NA,NA
"163",152,"Davis Dam","AZ",1139658,"","0","WAT",35.2,-114.57
"164",153,"Glen Canyon Dam","AZ",3839205,"","0","WAT",36.94,-111.48
"165",154,"Hoover Dam (NV)","NV",2248649,"","0",NA,NA,NA
"166",159,"Lake Creek Dam","UT",4025,"","0",NA,NA,NA
"167",160,"Apache Station","AZ",0,"barrels","0","SUB",32.06,-109.89
"168",160,"Apache Station","AZ",29798,"mcf","382,666","SUB",32.06,-109.89
"169",160,"Apache Station","AZ",93047,"short tons","50,692","SUB",32.06,-109.89
"170",160,"Apache Station","AZ",54262,"mcf","555,007","SUB",32.06,-109.89
"171",160,"Apache Station","AZ",1781937,"short tons","1,014,250","SUB",32.06,-109.89
"172",161,"Turlock Lake","CA",-59,"","0","WAT",37.61,-120.59
"173",162,"Hickman","CA",2481,"","0","WAT",37.62,-120.75
"174",165,"GREC","OK",0,"barrels","0","SUB",36.19,-95.29
"175",165,"GREC","OK",27932,"mcf","323,955","SUB",36.19,-95.29
"176",165,"GREC","OK",3727262,"short tons","2,764,912","SUB",36.19,-95.29
"177",166,"Carpenter","AR",104959,"","0","WAT",34.44,-93.03
"178",170,"Lake Catherine","AR",159628,"mcf","1,921,481","NG",34.43,-92.9
"179",171,"Mabelvale","AR",0,"barrels","0","NG",34.64,-92.41
"180",171,"Mabelvale","AR",0,"mcf","0","NG",34.64,-92.41
"181",172,"Osceola (AR)","AR",0,"barrels","0",NA,NA,NA
"182",174,"Remmel","AR",39000,"","0","WAT",34.43,-92.89
"183",180,"Volta 2","CA",2759,"","0","WAT",40.45,-121.86
"184",182,"Beaver Dam","AR",185319,"","0",NA,NA,NA
"185",187,"Degray","AR",81627,"","0","WAT",34.21,-93.11
"186",187,"Degray","AR",31667,"","0","WAT",34.21,-93.11
"187",188,"Greers Ferry Lake","AR",270873,"","0","WAT",35.52,-92
"188",193,"Municipal Light","AR",0,"barrels","0",NA,NA,NA
"189",193,"Municipal Light","AR",0,"mcf","0",NA,NA,NA
"190",195,"Narrows (AR)","AR",57711,"","0",NA,NA,NA
"191",196,"Norfork","AR",249310,"","0","WAT",36.25,-92.24
"192",197,"Blakely Mountain","AR",209455,"","0","WAT",34.57,-93.19
"193",198,"Bull Shoals","AR",1097820,"","0","WAT",36.36,-92.58
"194",199,"Dardanelle","AR",488434,"","0","WAT",35.25,-93.17
"195",201,"Thomas Fitzhugh","AR",0,"barrels","0","NG",35.46,-93.8
"196",201,"Thomas Fitzhugh","AR",20802,"mcf","0","NG",35.46,-93.8
"197",201,"Thomas Fitzhugh","AR",4,"barrels","8","NG",35.46,-93.8
"198",201,"Thomas Fitzhugh","AR",55613,"mcf","647,133","NG",35.46,-93.8
"199",202,"Carl Bailey","AR",31823,"mcf","398,552","NG",35.26,-91.36
"200",202,"Carl Bailey","AR",197,"barrels","393","NG",35.26,-91.36
"201",203,"McClellan (AR)","AR",88846,"mcf","1,067,431",NA,NA,NA
"202",203,"McClellan (AR)","AR",107,"barrels","208",NA,NA,NA
"203",204,"Clinton Power Station","IL",8663837,"","0","NUC",40.17,-88.83
"204",207,"St Johns River Power Park","FL",4775269,"short tons","2,314,237","BIT",30.43,-81.55
"205",207,"St Johns River Power Park","FL",23954,"mcf","247,643","BIT",30.43,-81.55
"206",207,"St Johns River Power Park","FL",0,"short tons","0","BIT",30.43,-81.55
"207",210,"Wolf Creek Generating Station","KS",8630178,"","0","NUC",38.24,-95.69
"208",214,"Alta Powerhouse","CA",2928,"","0","WAT",39.22,-120.8
"209",215,"Angels","CA",1590,"","0","WAT",38.07,-120.54
"210",217,"Balch 1","CA",19306,"","0","WAT",36.91,-119.09
"211",218,"Balch 2","CA",51608,"","0","WAT",36.91,-119.09
"212",219,"Belden","CA",142826,"","0","WAT",40.01,-121.25
"213",220,"Bucks Creek","CA",79157,"","0","WAT",39.91,-121.33
"214",221,"Butt Valley","CA",73347,"","0","WAT",40.18,-121.19
"215",222,"Caribou 1","CA",82182,"","0","WAT",40.09,-121.15
"216",223,"Caribou 2","CA",220738,"","0","WAT",40.09,-121.15
"217",225,"Chili Bar","CA",866,"","0","WAT",38.77,-120.81
"218",227,"Coleman PH","CA",26894,"","0",NA,NA,NA
"219",229,"Cow Creek","CA",4043,"","0","WAT",40.57,-122.02
"220",231,"Cresta","CA",124142,"","0","WAT",39.83,-121.41
"221",232,"De Sabla","CA",42822,"","0","WAT",39.87,-121.63
"222",233,"Deer Creek PH","CA",18342,"","0",NA,NA,NA
"223",235,"Drum 1","CA",20904,"","0","WAT",39.26,-120.77
"224",236,"Drum 2","CA",175386,"","0","WAT",39.26,-120.77
"225",237,"Dutch Flat","CA",62567,"","0","WAT",39.22,-120.84
"226",238,"El Dorado","CA",32296,"","0","WAT",38.79,-120.62
"227",239,"Electra","CA",164188,"","0","WAT",38.33,-120.67
"228",240,"Haas","CA",35180,"","0","WAT",36.93,-119.02
"229",241,"Halsey","CA",14612,"","0","WAT",38.96,-121.04
"230",242,"Hamilton Branch","CA",4033,"","0","WAT",40.27,-121.09
"231",243,"Hat Creek 1","CA",22156,"","0","WAT",40.93,-121.54
"232",244,"Hat Creek 2","CA",30899,"","0","WAT",40.96,-121.55
"233",246,"Humboldt Bay","CA",2711,"barrels","4,250",NA,NA,NA
"234",246,"Humboldt Bay","CA",399833,"mcf","3,508,941",NA,NA,NA
"235",246,"Humboldt Bay","CA",0,"Mcf","0",NA,NA,NA
"236",248,"Inskip","CA",15099,"","0","WAT",40.4,-121.97
"237",249,"James B Black","CA",398101,"","0","WAT",40.99,-121.98
"238",250,"Kerckhoff","CA",5495,"","0",NA,NA,NA
"239",253,"Kilarc","CA",9150,"","0","WAT",40.68,-121.87
"240",254,"Kings River PH","CA",18020,"","0",NA,NA,NA
"241",255,"Lime Saddle","CA",4301,"","0","WAT",39.7,-121.57
"242",258,"Merced Falls","CA",-78,"","0","WAT",37.52,-120.33
"243",260,"Dynegy Moss Landing Power Plant","CA",1143084,"mcf","0","NG",36.8,-121.78
"244",260,"Dynegy Moss Landing Power Plant","CA",2226612,"mcf","23,814,084","NG",36.8,-121.78
"245",260,"Dynegy Moss Landing Power Plant","CA",540031,"mcf","5,310,909","NG",36.8,-121.78
"246",261,"Murphys","CA",6187,"","0","WAT",38.15,-120.45
"247",262,"Narrows PH","CA",36316,"","0",NA,NA,NA
"248",264,"Phoenix","CA",4842,"","0","WAT",38.03,-120.33
"249",265,"Pit 1","CA",147084,"","0","WAT",40.99,-121.5
"250",266,"Pit 3","CA",237705,"","0","WAT",41,-121.75
"251",267,"Pit 4","CA",229977,"","0","WAT",40.99,-121.85
"252",268,"Pit 5","CA",442276,"","0","WAT",40.99,-121.98
"253",269,"Pit 6","CA",199848,"","0","WAT",40.92,-121.99
"254",270,"Pit 7","CA",272312,"","0","WAT",40.85,-121.99
"255",271,"Pittsburg Power","CA",181060,"mcf","2,174,124","NG",38.04,-121.89
"256",272,"Poe","CA",225660,"","0","WAT",39.72,-121.47
"257",274,"Potter Valley","CA",8254,"","0","WAT",39.36,-123.13
"258",275,"Rock Creek","CA",192982,"","0","WAT",39.91,-121.35
"259",276,"San Joaquin 2","CA",0,"","0","WAT",37.2,-119.5
"260",277,"San Joaquin 3","CA",0,"","0","WAT",37.25,-119.52
"261",279,"Salt Springs","CA",67070,"","0","WAT",38.5,-120.22
"262",280,"South","CA",19895,"","0","WAT",40.4,-121.88
"263",281,"Spaulding 1","CA",21925,"","0","WAT",39.32,-120.64
"264",282,"Spaulding 2","CA",6450,"","0","WAT",39.32,-120.65
"265",283,"Spaulding 3","CA",16871,"","0","WAT",39.34,-120.64
"266",284,"Spring Gap","CA",25131,"","0","WAT",38.19,-120.11
"267",285,"Stanislaus","CA",155694,"","0","WAT",38.14,-120.37
"268",286,"Geysers Unit 5-20","CA",4531168,"","0","GEO",38.78,-122.75
"269",287,"Tiger Creek","CA",137625,"","0","WAT",38.45,-120.49
"270",289,"Tule River","CA",-2389,"","0",NA,NA,NA
"271",290,"Volta 1","CA",23485,"","0","WAT",40.46,-121.87
"272",291,"West Point PH","CA",37963,"","0",NA,NA,NA
"273",292,"Wise","CA",36213,"","0","WAT",38.89,-121.1
"274",293,"A G Wishon","CA",2590,"","0","WAT",37.15,-119.5
"275",294,"Copco 1","CA",60539,"","0","WAT",41.98,-122.34
"276",295,"Copco 2","CA",77098,"","0","WAT",41.98,-122.36
"277",296,"Fall Creek","CA",9699,"","0","WAT",41.99,-122.36
"278",297,"Iron Gate","CA",82043,"","0","WAT",41.93,-122.44
"279",298,"Limestone","TX",4476291,"short tons","3,529,553","SUB",31.42,-96.25
"280",298,"Limestone","TX",29204,"mcf","306,635","SUB",31.42,-96.25
"281",298,"Limestone","TX",0,"short tons","0","SUB",31.42,-96.25
"282",298,"Limestone","TX",4659177,"short tons","2,908,979","SUB",31.42,-96.25
"283",299,"Blundell","UT",259703,"","0","GEO",38.49,-112.85
"284",301,"El Cajon","CA",0,"barrels","0","NG",32.8,-116.97
"285",301,"El Cajon","CA",470,"mcf","9,898","NG",32.8,-116.97
"286",302,"Encina","CA",1526,"mcf","24,724","NG",33.14,-117.34
"287",302,"Encina","CA",652624,"mcf","8,321,373","NG",33.14,-117.34
"288",302,"Encina","CA",0,"barrels","0","NG",33.14,-117.34
"289",303,"Kearny","CA",0,"barrels","0","NG",32.83,-117.13
"290",303,"Kearny","CA",15784,"mcf","230,063","NG",32.83,-117.13
"291",305,"Miramar","CA",0,"barrels","0","NG",32.88,-117.17
"292",305,"Miramar","CA",3202,"mcf","45,622","NG",32.88,-117.17
"293",313,"Green Lake","AK",49511,"","0","WAT",56.99,-135.12
"294",314,"Drop 5","CA",12987,"","0","WAT",32.67,-115.39
"295",315,"AES Alamitos LLC","CA",1052825,"mcf","12,085,168","NG",33.77,-118.1
"296",316,"Sepulveda Canyon","CA",0,"","0","WAT",34.1,-118.48
"297",317,"Big Creek 1","CA",52329,"","0","WAT",37.2,-119.24
"298",318,"Big Creek 2","CA",51790,"","0","WAT",37.2,-119.31
"299",319,"Big Creek 3","CA",176811,"","0","WAT",37.15,-119.39
"300",320,"Big Creek 4","CA",76577,"","0","WAT",37.14,-119.49
"301",321,"Big Creek 8","CA",42165,"","0","WAT",37.21,-119.33
"302",322,"Big Creek 2A","CA",111803,"","0","WAT",37.2,-119.31
"303",323,"Bishop Creek 2","CA",12554,"","0","WAT",37.27,-118.57
"304",324,"Bishop Creek 3","CA",12683,"","0","WAT",37.3,-118.53
"305",325,"Bishop Creek 4","CA",23841,"","0","WAT",37.32,-118.5
"306",326,"Bishop Creek 5","CA",4971,"","0","WAT",37.33,-118.48
"307",327,"Bishop Creek 6","CA",5926,"","0","WAT",37.35,-118.46
"308",328,"Borel","CA",-221,"","0","WAT",35.59,-118.52
"309",330,"El Segundo Power","CA",144279,"mcf","1,650,811","NG",33.91,-118.42
"310",331,"Etiwanda Generating Station","CA",136904,"mcf","1,693,815","NG",34.09,-117.53
"311",332,"Fontana","CA",1627,"","0","WAT",34.16,-117.4
"312",335,"AES Huntington Beach LLC","CA",722497,"mcf","7,528,191","NG",33.64,-117.98
"313",336,"Kaweah 2","CA",6423,"","0","WAT",36.46,-118.88
"314",337,"Kaweah 1","CA",6520,"","0","WAT",36.47,-118.86
"315",338,"Kaweah 3","CA",12262,"","0","WAT",36.49,-118.84
"316",339,"Kern River 3","CA",35152,"","0","WAT",35.78,-118.44
"317",340,"Kern River 1","CA",79277,"","0","WAT",35.46,-118.78
"318",341,"Long Beach Generation LLC","CA",20503,"mcf","332,720","NG",33.76,-118.22
"319",342,"Lundy","CA",4285,"","0","WAT",38.04,-119.17
"320",344,"Mammoth Pool","CA",137647,"","0","WAT",37.22,-119.34
"321",345,"Mandalay","CA",4284,"mcf","95,606","NG",34.21,-119.25
"322",345,"Mandalay","CA",247656,"mcf","2,610,788","NG",34.21,-119.25
"323",350,"Ormond Beach","CA",405013,"mcf","4,400,482","NG",34.13,-119.17
"324",353,"Poole","CA",17637,"","0","WAT",37.94,-119.22
"325",354,"Portal","CA",9696,"","0","WAT",37.26,-119.16
"326",356,"AES Redondo Beach LLC","CA",486888,"mcf","5,679,691","NG",33.85,-118.4
"327",357,"Rush Creek","CA",18047,"","0","WAT",37.77,-119.12
"328",358,"Mountainview Generating Station","CA",2193137,"mcf","4,957,417","NG",34.08,-117.24
"329",358,"Mountainview Generating Station","CA",3557272,"mcf","37,371,945","NG",34.08,-117.24
"330",361,"Santa Ana 1","CA",1132,"","0","WAT",34.15,-117.06
"331",363,"Santa Ana 3","CA",2975,"","0","WAT",34.11,-117.1
"332",365,"Lower Tule River","CA",5919,"","0","WAT",36.16,-118.71
"333",371,"Columbia Generating Station","WA",8160912,"","0","NUC",46.47,-119.33
"334",376,"Pardee","CA",37400,"","0","WAT",38.26,-120.85
"335",377,"Grayson","CA",8691,"mcf","0","LFG",34.16,-118.28
"336",377,"Grayson","CA",22138,"mcf","329,982","LFG",34.16,-118.28
"337",377,"Grayson","CA",16816,"mcf","169,577","LFG",34.16,-118.28
"338",377,"Grayson","CA",55556,"mcf","2,530,326","LFG",34.16,-118.28
"339",377,"Grayson","CA",66219,"mcf","921,424","LFG",34.16,-118.28
"340",378,"Prairie River","MN",2971,"","0",NA,NA,NA
"341",380,"Dion R Holm","CA",602167,"","0","WAT",37.9,-119.97
"342",381,"Moccasin","CA",252038,"","0","WAT",37.81,-120.3
"343",382,"R C Kirkwood","CA",264744,"","0","WAT",37.88,-119.95
"344",384,"Joliet 29","IL",27014,"mcf","279,771","SUB",41.49,-88.12
"345",384,"Joliet 29","IL",5439739,"short tons","3,363,662","SUB",41.49,-88.12
"346",385,"Drop 2 (CA)","CA",47745,"","0",NA,NA,NA
"347",386,"Drop 3 (CA)","CA",40537,"","0",NA,NA,NA
"348",387,"Drop 4","CA",88611,"","0","WAT",32.71,-115.22
"349",388,"Pilot Knob","CA",22674,"","0","WAT",32.74,-114.71
"350",389,"El Centro","CA",27,"barrels","0","NG",32.8,-115.54
"351",389,"El Centro","CA",272356,"mcf","0","NG",32.8,-115.54
"352",389,"El Centro","CA",61,"barrels","124","NG",32.8,-115.54
"353",389,"El Centro","CA",588996,"mcf","6,709,806","NG",32.8,-115.54
"354",389,"El Centro","CA",137245,"mcf","1,765,332","NG",32.8,-115.54
"355",389,"El Centro","CA",312,"barrels","565","NG",32.8,-115.54
"356",390,"Solomon Gulch","AK",55982,"","0","WAT",61.08,-146.3
"357",391,"Big Pine Creek","CA",9553,"","0","WAT",37.14,-118.32
"358",392,"Castaic","CA",0,"","0","WAT",34.59,-118.66
"359",392,"Castaic","CA",334078,"","107,034","WAT",34.59,-118.66
"360",393,"Control Gorge","CA",9179,"","0","WAT",37.44,-118.56
"361",394,"Cottonwood","CA",1097,"","0","WAT",36.44,-118.04
"362",396,"Foothill","CA",3186,"","0","WAT",34.32,-118.49
"363",397,"Franklin (CA)","CA",-8,"","0",NA,NA,NA
"364",398,"Haiwee","CA",-83,"","0","WAT",36.11,-117.96
"365",399,"Harbor","CA",0,"barrels","0","NG",33.79,-118.26
"366",399,"Harbor","CA",17208,"mcf","0","NG",33.79,-118.26
